total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,product_id
2,0,2,p411387
3,1,2,p411387
2,1,1,p411387
1,0,1,p411387
2,0,2,p411387
1,1,0,p411387
4,2,2,p411387
8,1,7,p411387
10,0,10,p411387
1,0,1,p411387
4,0,4,p411387
2,0,2,p411387
7,2,5,p411387
2,0,2,p411387
1,0,1,p411387
2,0,2,p411387
1,0,1,p411387
5,2,3,p411387
5,1,4,p411387
2,0,2,p411387
1,0,1,p411387
7,1,6,p411387
1,0,1,p411387
2,0,2,p411387
4,0,4,p411387
2,1,1,p411387
5,0,5,p411387
5,3,2,p411387
2,1,1,p411387
7,0,7,p411387
1,0,1,p411387
3,1,2,p411387
17,3,14,p411387
1,0,1,p411387
2,0,2,p411387
4,2,2,p411387
2,1,1,p411387
4,1,3,p411387
4,2,2,p411387
1,0,1,p411387
4,1,3,p411387
4,0,4,p411387
8,1,7,p411387
1,0,1,p411387
1,0,1,p411387
3,0,3,p411387
3,1,2,p411387
1,0,1,p411387
2,0,2,p411387
10,0,10,p411387
2,1,1,p411387
1,0,1,p411387
17,0,17,p411387
4,0,4,p411387
3,0,3,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
2,0,2,p411387
9,3,6,p411387
4,0,4,p411387
3,0,3,p411387
1,0,1,p411387
3,0,3,p411387
6,1,5,p411387
2,0,2,p411387
2,2,0,p411387
13,0,13,p411387
6,0,6,p411387
3,1,2,p411387
2,1,1,p411387
30,2,28,p411387
10,4,6,p411387
3,1,2,p411387
3,0,3,p411387
4,0,4,p411387
3,1,2,p411387
1,0,1,p411387
4,0,4,p411387
4,0,4,p411387
1,1,0,p411387
2,0,2,p411387
3,0,3,p411387
1,0,1,p411387
3,1,2,p411387
2,0,2,p411387
3,2,1,p411387
7,0,7,p411387
7,7,0,p411387
1,0,1,p411387
3,1,2,p411387
3,0,3,p411387
2,0,2,p411387
2,0,2,p411387
2,0,2,p411387
1,0,1,p411387
1,0,1,p411387
2,1,1,p411387
4,0,4,p411387
1,1,0,p411387
1,0,1,p411387
1,0,1,p411387
2,2,0,p411387
1,0,1,p411387
14,0,14,p411387
1,0,1,p411387
5,0,5,p411387
3,0,3,p411387
3,0,3,p411387
1,0,1,p411387
2,1,1,p411387
4,1,3,p411387
11,2,9,p411387
1,1,0,p411387
3,1,2,p411387
1,0,1,p411387
7,2,5,p411387
3,0,3,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
2,2,0,p411387
10,0,10,p411387
2,1,1,p411387
5,2,3,p411387
10,2,8,p411387
7,0,7,p411387
6,0,6,p411387
1,0,1,p411387
4,0,4,p411387
4,0,4,p411387
4,0,4,p411387
13,5,8,p411387
1,0,1,p411387
1,1,0,p411387
2,1,1,p411387
4,2,2,p411387
4,2,2,p411387
3,0,3,p411387
3,2,1,p411387
4,2,2,p411387
2,1,1,p411387
2,0,2,p411387
3,0,3,p411387
1,0,1,p411387
4,0,4,p411387
2,1,1,p411387
11,5,6,p411387
3,0,3,p411387
1,0,1,p411387
1,1,0,p411387
2,0,2,p411387
2,0,2,p411387
2,0,2,p411387
5,2,3,p411387
1,0,1,p411387
3,0,3,p411387
1,0,1,p411387
3,1,2,p411387
6,1,5,p411387
2,0,2,p411387
6,0,6,p411387
3,0,3,p411387
3,0,3,p411387
4,1,3,p411387
1,0,1,p411387
2,0,2,p411387
2,1,1,p411387
3,2,1,p411387
1,0,1,p411387
3,0,3,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
4,4,0,p411387
2,0,2,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
3,0,3,p411387
1,1,0,p411387
5,0,5,p411387
1,0,1,p411387
6,2,4,p411387
1,0,1,p411387
6,0,6,p411387
2,0,2,p411387
9,1,8,p411387
5,1,4,p411387
3,0,3,p411387
21,21,0,p411387
6,2,4,p411387
3,0,3,p411387
4,2,2,p411387
4,2,2,p411387
5,1,4,p411387
4,2,2,p411387
5,0,5,p411387
9,3,6,p411387
9,0,9,p411387
2,0,2,p411387
6,1,5,p411387
1,0,1,p411387
8,1,7,p411387
2,1,1,p411387
3,1,2,p411387
6,0,6,p411387
20,11,9,p411387
11,3,8,p411387
3,0,3,p411387
14,0,14,p411387
9,0,9,p411387
3,0,3,p411387
2,0,2,p411387
6,0,6,p411387
1,1,0,p411387
1,0,1,p411387
8,0,8,p411387
2,0,2,p411387
2,2,0,p411387
4,1,3,p411387
3,0,3,p411387
1,0,1,p411387
2,0,2,p411387
3,1,2,p411387
6,3,3,p411387
31,4,27,p411387
3,0,3,p411387
4,4,0,p411387
3,0,3,p411387
2,0,2,p411387
4,0,4,p411387
2,2,0,p411387
3,1,2,p411387
1,0,1,p411387
29,18,11,p411387
3,0,3,p411387
23,10,13,p411387
1,0,1,p411387
10,10,0,p411387
2,0,2,p411387
1,0,1,p411387
2,1,1,p411387
5,1,4,p411387
2,0,2,p411387
4,2,2,p411387
2,0,2,p411387
1,0,1,p411387
2,0,2,p411387
1,1,0,p411387
1,0,1,p411387
4,0,4,p411387
10,2,8,p411387
1,0,1,p411387
2,0,2,p411387
4,0,4,p411387
6,0,6,p411387
6,0,6,p411387
2,0,2,p411387
1,0,1,p411387
1,0,1,p411387
5,2,3,p411387
21,1,20,p411387
3,0,3,p411387
1,0,1,p411387
8,0,8,p411387
5,0,5,p411387
3,0,3,p411387
4,0,4,p411387
3,0,3,p411387
11,1,10,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
5,0,5,p411387
1,0,1,p411387
1,0,1,p411387
8,0,8,p411387
5,0,5,p411387
1,0,1,p411387
2,0,2,p411387
2,0,2,p411387
2,0,2,p411387
4,0,4,p411387
9,2,7,p411387
4,0,4,p411387
2,2,0,p411387
2,0,2,p411387
1,0,1,p411387
5,0,5,p411387
1,0,1,p411387
1,0,1,p411387
8,0,8,p411387
1,0,1,p411387
7,1,6,p411387
5,1,4,p411387
3,0,3,p411387
4,1,3,p411387
7,1,6,p411387
4,1,3,p411387
2,0,2,p411387
1,1,0,p411387
2,0,2,p411387
2,0,2,p411387
4,0,4,p411387
7,1,6,p411387
9,6,3,p411387
1,0,1,p411387
4,2,2,p411387
6,0,6,p411387
4,0,4,p411387
7,0,7,p411387
7,1,6,p411387
3,2,1,p411387
5,1,4,p411387
7,0,7,p411387
2,0,2,p411387
20,7,13,p411387
3,0,3,p411387
7,1,6,p411387
2,0,2,p411387
6,3,3,p411387
8,0,8,p411387
1,0,1,p411387
2,0,2,p411387
3,1,2,p411387
9,1,8,p411387
9,0,9,p411387
12,4,8,p411387
2,0,2,p411387
11,4,7,p411387
2,1,1,p411387
6,2,4,p411387
2,1,1,p411387
7,3,4,p411387
1,0,1,p411387
3,0,3,p411387
3,0,3,p411387
2,0,2,p411387
5,0,5,p411387
2,0,2,p411387
5,1,4,p411387
2,0,2,p411387
14,14,0,p411387
3,0,3,p411387
8,0,8,p411387
3,0,3,p411387
9,0,9,p411387
2,0,2,p411387
1,1,0,p411387
13,9,4,p411387
3,0,3,p411387
1,0,1,p411387
27,21,6,p411387
5,0,5,p411387
2,0,2,p411387
3,0,3,p411387
11,2,9,p411387
3,1,2,p411387
3,1,2,p411387
1,0,1,p411387
5,0,5,p411387
6,1,5,p411387
7,0,7,p411387
8,3,5,p411387
9,1,8,p411387
1,0,1,p411387
1,1,0,p411387
1,0,1,p411387
3,2,1,p411387
8,8,0,p411387
25,6,19,p411387
2,0,2,p411387
6,1,5,p411387
2,0,2,p411387
8,1,7,p411387
12,6,6,p411387
3,2,1,p411387
2,1,1,p411387
2,2,0,p411387
3,0,3,p411387
3,0,3,p411387
1,0,1,p411387
1,1,0,p411387
2,0,2,p411387
4,0,4,p411387
3,1,2,p411387
6,1,5,p411387
3,0,3,p411387
6,2,4,p411387
1,0,1,p411387
9,0,9,p411387
3,0,3,p411387
11,0,11,p411387
7,0,7,p411387
2,1,1,p411387
3,0,3,p411387
4,0,4,p411387
7,1,6,p411387
1,1,0,p411387
2,0,2,p411387
5,1,4,p411387
6,0,6,p411387
2,0,2,p411387
6,0,6,p411387
3,1,2,p411387
1,0,1,p411387
2,0,2,p411387
6,6,0,p411387
6,1,5,p411387
4,3,1,p411387
6,0,6,p411387
3,0,3,p411387
7,0,7,p411387
4,2,2,p411387
2,0,2,p411387
5,1,4,p411387
1,0,1,p411387
5,0,5,p411387
2,0,2,p411387
2,0,2,p411387
7,0,7,p411387
11,0,11,p411387
2,0,2,p411387
15,0,15,p411387
25,0,25,p411387
7,2,5,p411387
293,286,7,p411387
18,0,18,p411387
2,1,1,p411387
3,0,3,p411387
1,0,1,p411387
28,2,26,p411387
3,1,2,p411387
7,0,7,p411387
12,4,8,p411387
5,0,5,p411387
6,1,5,p411387
27,3,24,p411387
9,0,9,p411387
24,1,23,p411387
15,1,14,p411387
7,1,6,p411387
5,0,5,p411387
52,10,42,p411387
9,0,9,p411387
2,2,0,p411387
4,0,4,p411387
12,0,12,p411387
17,3,14,p411387
1,0,1,p411387
1,0,1,p411387
4,2,2,p411387
35,2,33,p411387
1,0,1,p411387
5,0,5,p411387
11,0,11,p411387
1,0,1,p411387
2,1,1,p411387
2,0,2,p411387
16,10,6,p411387
16,0,16,p411387
1,0,1,p411387
4,0,4,p411387
2,0,2,p411387
6,0,6,p411387
25,7,18,p411387
1,0,1,p411387
1,1,0,p411387
1,0,1,p411387
11,0,11,p411387
19,5,14,p411387
3,3,0,p411387
2,0,2,p411387
2,0,2,p411387
2,0,2,p411387
3,1,2,p411387
6,1,5,p411387
2,0,2,p411387
10,2,8,p411387
6,1,5,p411387
1,0,1,p411387
5,1,4,p411387
3,0,3,p411387
11,1,10,p411387
3,0,3,p411387
1,0,1,p411387
16,3,13,p411387
1,0,1,p411387
3,1,2,p411387
1,0,1,p411387
1,0,1,p411387
10,1,9,p411387
3,0,3,p411387
8,1,7,p411387
7,1,6,p411387
4,0,4,p411387
1,0,1,p411387
10,4,6,p411387
3,0,3,p411387
8,0,8,p411387
1,0,1,p411387
2,1,1,p411387
1,1,0,p411387
12,3,9,p411387
24,11,13,p411387
3,1,2,p411387
13,3,10,p411387
2,0,2,p411387
2,0,2,p411387
15,7,8,p411387
11,3,8,p411387
5,4,1,p411387
5,2,3,p411387
6,1,5,p411387
2,0,2,p411387
5,0,5,p411387
33,25,8,p411387
9,6,3,p411387
2,0,2,p411387
1,0,1,p411387
12,0,12,p411387
12,0,12,p411387
7,1,6,p411387
2,0,2,p411387
3,0,3,p411387
2,0,2,p411387
11,0,11,p411387
4,0,4,p411387
1,0,1,p411387
18,4,14,p411387
6,3,3,p411387
3,0,3,p411387
21,1,20,p411387
10,3,7,p411387
21,11,10,p411387
2,0,2,p411387
2,0,2,p411387
32,3,29,p411387
2,2,0,p411387
7,0,7,p411387
3,2,1,p411387
4,0,4,p411387
2,1,1,p411387
6,2,4,p411387
6,0,6,p411387
6,0,6,p411387
1,0,1,p411387
2,0,2,p411387
4,0,4,p411387
8,1,7,p411387
13,4,9,p411387
6,0,6,p411387
4,0,4,p411387
64,43,21,p411387
4,0,4,p411387
2,0,2,p411387
17,15,2,p411387
3,0,3,p411387
2,0,2,p411387
2,0,2,p411387
2,1,1,p411387
1,0,1,p411387
8,0,8,p411387
2,0,2,p411387
1,0,1,p411387
3,0,3,p411387
12,1,11,p411387
1,0,1,p411387
6,0,6,p411387
5,2,3,p411387
3,0,3,p411387
3,3,0,p411387
1,0,1,p411387
2,0,2,p411387
2,1,1,p411387
3,0,3,p411387
4,0,4,p411387
1,0,1,p411387
1,0,1,p411387
4,0,4,p411387
2,0,2,p411387
1,0,1,p411387
1,0,1,p411387
32,3,29,p411387
11,2,9,p411387
20,0,20,p411387
1,0,1,p411387
4,1,3,p411387
2,1,1,p411387
7,0,7,p411387
4,0,4,p411387
2,0,2,p411387
3,0,3,p411387
7,2,5,p411387
1,0,1,p411387
2,0,2,p411387
18,1,17,p411387
3,0,3,p411387
1,0,1,p411387
2,1,1,p411387
1,0,1,p411387
10,0,10,p411387
5,1,4,p411387
1,0,1,p411387
3,1,2,p411387
2,0,2,p411387
37,32,5,p411387
1,0,1,p411387
23,8,15,p411387
4,0,4,p411387
3,0,3,p411387
5,2,3,p411387
2,0,2,p411387
1,0,1,p411387
1,0,1,p411387
4,0,4,p411387
4,0,4,p411387
13,0,13,p411387
4,3,1,p411387
3,0,3,p411387
2,0,2,p411387
4,0,4,p411387
50,50,0,p411387
3,0,3,p411387
2,0,2,p411387
3,0,3,p411387
8,0,8,p411387
18,0,18,p411387
5,2,3,p411387
6,1,5,p411387
2,0,2,p411387
9,1,8,p411387
3,0,3,p411387
1,0,1,p411387
8,0,8,p411387
3,0,3,p411387
7,0,7,p411387
4,0,4,p411387
2,0,2,p411387
3,0,3,p411387
3,0,3,p411387
13,1,12,p411387
3,0,3,p411387
8,5,3,p411387
1,0,1,p411387
1,0,1,p411387
15,15,0,p411387
10,8,2,p411387
2,0,2,p411387
4,1,3,p411387
9,1,8,p411387
3,1,2,p411387
1,0,1,p411387
4,0,4,p411387
1,0,1,p411387
3,0,3,p411387
2,0,2,p411387
2,1,1,p411387
1,0,1,p411387
3,0,3,p411387
14,0,14,p411387
5,0,5,p411387
10,4,6,p411387
11,2,9,p411387
2,0,2,p411387
1,0,1,p411387
11,2,9,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
6,0,6,p411387
1,0,1,p411387
13,5,8,p411387
1,0,1,p411387
14,9,5,p411387
2,0,2,p411387
2,0,2,p411387
2,0,2,p411387
3,0,3,p411387
4,0,4,p411387
2,0,2,p411387
6,0,6,p411387
2,0,2,p411387
3,1,2,p411387
7,1,6,p411387
12,2,10,p411387
6,0,6,p411387
2,2,0,p411387
1,0,1,p411387
2,0,2,p411387
21,17,4,p411387
23,18,5,p411387
13,0,13,p411387
4,0,4,p411387
9,0,9,p411387
1,0,1,p411387
8,2,6,p411387
4,0,4,p411387
3,0,3,p411387
6,0,6,p411387
4,0,4,p411387
5,5,0,p411387
5,1,4,p411387
48,8,40,p411387
8,0,8,p411387
2,0,2,p411387
5,0,5,p411387
7,2,5,p411387
7,0,7,p411387
7,4,3,p411387
4,2,2,p411387
4,0,4,p411387
4,0,4,p411387
5,0,5,p411387
2,0,2,p411387
3,0,3,p411387
1,0,1,p411387
1,0,1,p411387
3,2,1,p411387
7,0,7,p411387
2,0,2,p411387
6,4,2,p411387
1,0,1,p411387
4,1,3,p411387
1,0,1,p411387
4,0,4,p411387
8,1,7,p411387
2,1,1,p411387
5,0,5,p411387
3,3,0,p411387
4,0,4,p411387
17,1,16,p411387
24,13,11,p411387
5,0,5,p411387
1,0,1,p411387
3,1,2,p411387
10,2,8,p411387
1,0,1,p411387
3,0,3,p411387
9,2,7,p411387
2,0,2,p411387
2,1,1,p411387
2,0,2,p411387
3,1,2,p411387
1,0,1,p411387
1,1,0,p411387
1,0,1,p411387
1,0,1,p411387
2,0,2,p411387
14,0,14,p411387
2,0,2,p411387
2,1,1,p411387
1,0,1,p411387
2,0,2,p411387
1,0,1,p411387
2,0,2,p411387
4,0,4,p411387
3,0,3,p411387
2,0,2,p411387
1,0,1,p411387
18,1,17,p411387
21,4,17,p411387
16,1,15,p411387
5,0,5,p411387
12,1,11,p411387
3,0,3,p411387
4,2,2,p411387
1,0,1,p411387
6,0,6,p411387
6,3,3,p411387
10,1,9,p411387
16,2,14,p411387
6,1,5,p411387
2,0,2,p411387
5,0,5,p411387
8,6,2,p411387
10,0,10,p411387
1,0,1,p411387
18,7,11,p411387
3,0,3,p411387
2,0,2,p411387
2,0,2,p411387
1,0,1,p411387
2,0,2,p411387
1,0,1,p411387
4,0,4,p411387
2,0,2,p411387
4,0,4,p411387
10,0,10,p411387
4,2,2,p411387
1,1,0,p411387
11,3,8,p411387
5,0,5,p411387
4,0,4,p411387
2,0,2,p411387
1,0,1,p411387
1,0,1,p411387
4,0,4,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
3,0,3,p411387
1,0,1,p411387
4,0,4,p411387
12,0,12,p411387
3,0,3,p411387
11,1,10,p411387
16,10,6,p411387
13,5,8,p411387
66,61,5,p411387
7,0,7,p411387
5,0,5,p411387
23,12,11,p411387
3,0,3,p411387
6,2,4,p411387
3,1,2,p411387
6,0,6,p411387
1,0,1,p411387
8,1,7,p411387
6,3,3,p411387
3,0,3,p411387
5,1,4,p411387
3,0,3,p411387
23,22,1,p411387
3,0,3,p411387
13,6,7,p411387
5,0,5,p411387
8,0,8,p411387
14,0,14,p411387
1,0,1,p411387
7,2,5,p411387
7,1,6,p411387
22,1,21,p411387
1,0,1,p411387
12,1,11,p411387
16,4,12,p411387
4,1,3,p411387
38,6,32,p411387
1,0,1,p411387
5,0,5,p411387
5,0,5,p411387
3,3,0,p411387
8,1,7,p411387
3,0,3,p411387
6,2,4,p411387
6,0,6,p411387
3,0,3,p411387
2,0,2,p411387
12,1,11,p411387
2,0,2,p411387
1,1,0,p411387
12,1,11,p411387
4,0,4,p411387
8,7,1,p411387
13,12,1,p411387
1,1,0,p411387
13,12,1,p411387
9,3,6,p411387
1,0,1,p411387
1,0,1,p411387
11,2,9,p411387
2,0,2,p411387
2,0,2,p411387
7,0,7,p411387
3,0,3,p411387
12,6,6,p411387
3,0,3,p411387
15,2,13,p411387
10,0,10,p411387
3,1,2,p411387
6,2,4,p411387
3,0,3,p411387
2,0,2,p411387
2,1,1,p411387
15,1,14,p411387
2,0,2,p411387
8,1,7,p411387
7,0,7,p411387
1,0,1,p411387
16,3,13,p411387
5,3,2,p411387
15,0,15,p411387
3,0,3,p411387
21,18,3,p411387
4,0,4,p411387
2,1,1,p411387
6,0,6,p411387
11,0,11,p411387
3,0,3,p411387
11,2,9,p411387
4,1,3,p411387
8,0,8,p411387
4,0,4,p411387
7,1,6,p411387
8,0,8,p411387
5,0,5,p411387
4,0,4,p411387
11,5,6,p411387
5,0,5,p411387
1,0,1,p411387
30,3,27,p411387
2,1,1,p411387
6,1,5,p411387
7,0,7,p411387
9,1,8,p411387
11,1,10,p411387
10,3,7,p411387
12,0,12,p411387
8,0,8,p411387
1,0,1,p411387
10,1,9,p411387
34,25,9,p411387
26,0,26,p411387
30,4,26,p411387
1,0,1,p411387
45,29,16,p411387
3,0,3,p411387
4,0,4,p411387
4,0,4,p411387
6,0,6,p411387
8,1,7,p411387
17,2,15,p411387
1,0,1,p411387
1,0,1,p411387
3,0,3,p411387
30,0,30,p411387
2,0,2,p411387
1,0,1,p411387
10,1,9,p411387
35,7,28,p411387
7,0,7,p411387
9,1,8,p411387
10,0,10,p411387
9,1,8,p411387
2,0,2,p411387
5,4,1,p411387
2,0,2,p411387
2,0,2,p411387
8,0,8,p411387
3,0,3,p411387
35,2,33,p411387
36,25,11,p411387
5,1,4,p411387
7,0,7,p411387
2,0,2,p411387
3,3,0,p411387
7,1,6,p411387
4,1,3,p411387
18,5,13,p411387
1,0,1,p411387
1,0,1,p411387
4,1,3,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
2,0,2,p411387
6,5,1,p411387
2,0,2,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
4,2,2,p411387
3,0,3,p411387
9,1,8,p411387
1,0,1,p411387
4,0,4,p411387
2,0,2,p411387
2,0,2,p411387
2,0,2,p411387
1,0,1,p411387
3,0,3,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
2,0,2,p411387
2,0,2,p411387
1,0,1,p411387
4,0,4,p411387
2,0,2,p411387
1,0,1,p411387
17,12,5,p411387
23,10,13,p411387
2,0,2,p411387
11,0,11,p411387
14,7,7,p411387
5,0,5,p411387
6,0,6,p411387
3,0,3,p411387
15,2,13,p411387
6,0,6,p411387
1,0,1,p411387
26,3,23,p411387
9,2,7,p411387
27,0,27,p411387
3,0,3,p411387
4,0,4,p411387
3,0,3,p411387
5,0,5,p411387
2,0,2,p411387
1,0,1,p411387
22,19,3,p411387
8,3,5,p411387
2,1,1,p411387
2,1,1,p411387
17,3,14,p411387
2,0,2,p411387
1,0,1,p411387
2,0,2,p411387
2,0,2,p411387
10,9,1,p411387
2,0,2,p411387
4,0,4,p411387
2,0,2,p411387
1,0,1,p411387
1,0,1,p411387
3,0,3,p411387
2,0,2,p411387
30,16,14,p411387
3,0,3,p411387
7,0,7,p411387
1,0,1,p411387
5,1,4,p411387
3,0,3,p411387
3,0,3,p411387
6,1,5,p411387
1,0,1,p411387
1,0,1,p411387
5,3,2,p411387
15,2,13,p411387
5,0,5,p411387
2,0,2,p411387
2,0,2,p411387
5,0,5,p411387
2,0,2,p411387
1,0,1,p411387
7,0,7,p411387
4,2,2,p411387
5,2,3,p411387
3,0,3,p411387
2,0,2,p411387
2,0,2,p411387
6,0,6,p411387
1,0,1,p411387
13,9,4,p411387
1,0,1,p411387
2,0,2,p411387
1,0,1,p411387
9,1,8,p411387
6,0,6,p411387
8,2,6,p411387
5,1,4,p411387
6,3,3,p411387
23,3,20,p411387
2,0,2,p411387
16,3,13,p411387
2,1,1,p411387
13,6,7,p411387
4,1,3,p411387
13,3,10,p411387
2,1,1,p411387
1,1,0,p411387
6,2,4,p411387
5,1,4,p411387
2,1,1,p411387
39,4,35,p411387
9,1,8,p411387
23,11,12,p411387
7,0,7,p411387
7,2,5,p411387
4,0,4,p411387
4,0,4,p411387
6,4,2,p411387
4,2,2,p411387
2,1,1,p411387
4,0,4,p411387
1,0,1,p411387
8,1,7,p411387
6,0,6,p411387
7,0,7,p411387
1,0,1,p411387
11,0,11,p411387
1,0,1,p411387
3,3,0,p411387
2,0,2,p411387
9,0,9,p411387
3,3,0,p411387
1,0,1,p411387
5,0,5,p411387
2,0,2,p411387
8,0,8,p411387
7,0,7,p411387
8,2,6,p411387
5,0,5,p411387
6,0,6,p411387
1,1,0,p411387
19,10,9,p411387
18,5,13,p411387
1,0,1,p411387
4,0,4,p411387
4,0,4,p411387
4,0,4,p411387
19,1,18,p411387
9,1,8,p411387
3,0,3,p411387
5,0,5,p411387
5,1,4,p411387
40,4,36,p411387
3,0,3,p411387
2,0,2,p411387
13,1,12,p411387
3,0,3,p411387
14,0,14,p411387
3,0,3,p411387
4,0,4,p411387
1,1,0,p411387
6,5,1,p411387
8,6,2,p411387
7,0,7,p411387
6,0,6,p411387
25,0,25,p411387
5,1,4,p411387
3,0,3,p411387
1,0,1,p411387
5,2,3,p411387
12,2,10,p411387
5,0,5,p411387
2,0,2,p411387
2,0,2,p411387
20,7,13,p411387
1,0,1,p411387
1,0,1,p411387
3,0,3,p411387
5,1,4,p411387
30,20,10,p411387
6,0,6,p411387
1,0,1,p411387
9,0,9,p411387
10,4,6,p411387
7,1,6,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
4,0,4,p411387
2,0,2,p411387
29,4,25,p411387
7,0,7,p411387
10,6,4,p411387
2,0,2,p411387
1,0,1,p411387
12,1,11,p411387
5,1,4,p411387
1,0,1,p411387
1,1,0,p411387
1,0,1,p411387
9,0,9,p411387
4,0,4,p411387
3,0,3,p411387
2,1,1,p411387
7,0,7,p411387
2,0,2,p411387
3,0,3,p411387
8,8,0,p411387
8,5,3,p411387
4,2,2,p411387
10,0,10,p411387
3,0,3,p411387
1,0,1,p411387
3,0,3,p411387
3,0,3,p411387
1,0,1,p411387
7,1,6,p411387
10,0,10,p411387
6,1,5,p411387
3,0,3,p411387
3,0,3,p411387
3,1,2,p411387
3,0,3,p411387
2,1,1,p411387
8,0,8,p411387
2,0,2,p411387
4,1,3,p411387
4,0,4,p411387
16,14,2,p411387
19,1,18,p411387
9,9,0,p411387
1,1,0,p411387
31,4,27,p411387
6,2,4,p411387
4,0,4,p411387
3,0,3,p411387
2,0,2,p411387
12,1,11,p411387
9,3,6,p411387
3,0,3,p411387
13,7,6,p411387
4,0,4,p411387
1,0,1,p411387
2,1,1,p411387
6,0,6,p411387
2,0,2,p411387
1,1,0,p411387
2,1,1,p411387
7,0,7,p411387
13,11,2,p411387
6,0,6,p411387
2,0,2,p411387
1,0,1,p411387
25,3,22,p411387
3,0,3,p411387
1,0,1,p411387
5,2,3,p411387
3,0,3,p411387
3,0,3,p411387
1,0,1,p411387
3,0,3,p411387
1,0,1,p411387
4,1,3,p411387
24,13,11,p411387
22,0,22,p411387
4,0,4,p411387
2,0,2,p411387
1,0,1,p411387
4,0,4,p411387
10,1,9,p411387
6,0,6,p411387
1,0,1,p411387
2,0,2,p411387
9,0,9,p411387
8,7,1,p411387
5,0,5,p411387
6,1,5,p411387
8,0,8,p411387
1,0,1,p411387
2,0,2,p411387
1,0,1,p411387
1,0,1,p411387
3,1,2,p411387
7,1,6,p411387
3,0,3,p411387
5,0,5,p411387
10,0,10,p411387
4,1,3,p411387
7,0,7,p411387
2,0,2,p411387
4,3,1,p411387
8,5,3,p411387
3,1,2,p411387
41,32,9,p411387
2,1,1,p411387
3,0,3,p411387
30,20,10,p411387
9,0,9,p411387
10,4,6,p411387
3,0,3,p411387
4,0,4,p411387
2,0,2,p411387
1,0,1,p411387
1,0,1,p411387
8,5,3,p411387
1,0,1,p411387
2,0,2,p411387
1,0,1,p411387
8,1,7,p411387
3,0,3,p411387
2,0,2,p411387
3,0,3,p411387
1,0,1,p411387
4,1,3,p411387
10,0,10,p411387
2,1,1,p411387
2,0,2,p411387
11,2,9,p411387
4,0,4,p411387
8,0,8,p411387
5,0,5,p411387
3,0,3,p411387
3,0,3,p411387
4,1,3,p411387
16,1,15,p411387
4,0,4,p411387
20,4,16,p411387
5,1,4,p411387
1,1,0,p411387
4,0,4,p411387
1,0,1,p411387
3,1,2,p411387
1,0,1,p411387
1,0,1,p411387
1,0,1,p411387
3,1,2,p411387
4,4,0,p411387
1,0,1,p411387
1,0,1,p411387
6,0,6,p411387
2,1,1,p411387
2,0,2,p411387
1,0,1,p411387
3,0,3,p411387
1,0,1,p411387
2,0,2,p411387
3,0,3,p411387
4,0,4,p411387
2,0,2,p411387
2,0,2,p411387
1,0,1,p411387
1,0,1,p411387
2,0,2,p411387
4,1,3,p411387
9,0,9,p411387
1,0,1,p411387
6,0,6,p411387
1,0,1,p411387
4,0,4,p411387
7,4,3,p411387
1,0,1,p411387
29,24,5,p411387
4,3,1,p411387
2,0,2,p411387
4,0,4,p411387
17,0,17,p411387
17,0,17,p411387
10,2,8,p411387
6,0,6,p411387
1,0,1,p411387
2,0,2,p411387
6,0,6,p411387
1,0,1,p411387
11,0,11,p411387
2,0,2,p411387
17,0,17,p411387
6,0,6,p411387
6,0,6,p411387
4,0,4,p411387
8,1,7,p411387
2,0,2,p411387
1,0,1,p411387
3,0,3,p411387
2,0,2,p411387
7,0,7,p411387
3,0,3,p411387
6,2,4,p411387
5,0,5,p411387
8,3,5,p411387
3,0,3,p411387
20,14,6,p411387
5,1,4,p411387
13,2,11,p411387
9,0,9,p411387
6,0,6,p411387
1,0,1,p411387
4,0,4,p411387
2,0,2,p411387
19,0,19,p411387
1,0,1,p411387
4,0,4,p411387
3,0,3,p411387
3,0,3,p411387
3,0,3,p411387
1,0,1,p411387
1,0,1,p411387
19,11,8,p411387
6,0,6,p411387
10,0,10,p411387
8,3,5,p411387
6,2,4,p411387
30,3,27,p411387
9,2,7,p411387
14,6,8,p411387
1,0,1,p411387
4,0,4,p411387
1,0,1,p411387
34,7,27,p411387
3,1,2,p411387
5,0,5,p411387
1,0,1,p411387
1,0,1,p411387
2,0,2,p411387
7,2,5,p411387
6,1,5,p411387
1,0,1,p411387
9,0,9,p411387
16,2,14,p411387
6,3,3,p411387
3,0,3,p411387
8,1,7,p411387
4,0,4,p411387
12,7,5,p411387
2,0,2,p411387
